Vardas         Pavarde        Galutinis (Vid.)

Vardas76019    Pavarde76019        7.40

Vardas7602     Pavarde7602         6.20

Vardas76020    Pavarde76020        6.80

Vardas76025    Pavarde76025        5.20

Vardas76027    Pavarde76027        7.60

Vardas76028    Pavarde76028        6.00

Vardas76029    Pavarde76029        6.80

Vardas7603     Pavarde7603         6.60

Vardas76031    Pavarde76031        5.80

Vardas76033    Pavarde76033        6.60

Vardas76036    Pavarde76036        6.80

Vardas76040    Pavarde76040        8.80

Vardas76042    Pavarde76042        7.60

Vardas76043    Pavarde76043        6.20

Vardas76046    Pavarde76046        7.20

Vardas76047    Pavarde76047        7.20

Vardas76049    Pavarde76049        5.40

Vardas76051    Pavarde76051        7.80

Vardas76053    Pavarde76053        5.20

Vardas76055    Pavarde76055        5.60

Vardas76056    Pavarde76056        7.80

Vardas76057    Pavarde76057        5.80

Vardas76058    Pavarde76058        6.60

Vardas7606     Pavarde7606         7.00

Vardas76061    Pavarde76061        6.80

Vardas76064    Pavarde76064        8.80

Vardas76066    Pavarde76066        7.80

Vardas76067    Pavarde76067        7.20

Vardas76073    Pavarde76073        7.20

Vardas76074    Pavarde76074        8.20

Vardas76075    Pavarde76075        6.40

Vardas76077    Pavarde76077        5.80

Vardas76078    Pavarde76078        5.20

Vardas76080    Pavarde76080        7.00

Vardas76081    Pavarde76081        7.40

Vardas76083    Pavarde76083        6.60

Vardas76085    Pavarde76085        7.20

Vardas76086    Pavarde76086        5.80

Vardas76088    Pavarde76088        8.40

Vardas7609     Pavarde7609         8.80

Vardas76093    Pavarde76093        5.20

Vardas76094    Pavarde76094        5.20

Vardas76095    Pavarde76095        7.40

Vardas76096    Pavarde76096        7.20

Vardas76097    Pavarde76097        6.40

Vardas7610     Pavarde7610         8.00

Vardas76100    Pavarde76100        8.40

Vardas76102    Pavarde76102        5.00

Vardas76105    Pavarde76105        7.60

Vardas76106    Pavarde76106        6.20

Vardas76109    Pavarde76109        8.80

Vardas7611     Pavarde7611         6.00

Vardas76110    Pavarde76110        7.80

Vardas76111    Pavarde76111        6.00

Vardas76112    Pavarde76112        5.60

Vardas76116    Pavarde76116        6.80

Vardas76117    Pavarde76117        5.00

Vardas7612     Pavarde7612         5.60

Vardas76120    Pavarde76120        5.80

Vardas76121    Pavarde76121        7.00

Vardas76123    Pavarde76123        7.00

Vardas76124    Pavarde76124        6.20

Vardas76125    Pavarde76125        7.40

Vardas76128    Pavarde76128        5.40

Vardas76129    Pavarde76129        5.40

Vardas7613     Pavarde7613         7.20

Vardas76130    Pavarde76130        6.20

Vardas76131    Pavarde76131        6.20

Vardas76132    Pavarde76132        6.40

Vardas76135    Pavarde76135        6.40

Vardas76140    Pavarde76140        6.60

Vardas76143    Pavarde76143        5.80

Vardas76144    Pavarde76144        7.20

Vardas76146    Pavarde76146        8.00

Vardas76147    Pavarde76147        6.40

Vardas7615     Pavarde7615         6.00

Vardas76150    Pavarde76150        7.20

Vardas76152    Pavarde76152        5.80

Vardas76153    Pavarde76153        5.60

Vardas76154    Pavarde76154        8.00

Vardas76155    Pavarde76155        7.40

Vardas76156    Pavarde76156        5.60

Vardas76161    Pavarde76161        8.00

Vardas76163    Pavarde76163        6.00

Vardas76164    Pavarde76164        5.00

Vardas76166    Pavarde76166        8.20

Vardas76167    Pavarde76167        7.00

Vardas76170    Pavarde76170        6.20

Vardas76172    Pavarde76172        5.40

Vardas76173    Pavarde76173        8.80

Vardas76174    Pavarde76174        6.60

Vardas76177    Pavarde76177        7.40

Vardas76179    Pavarde76179        7.20

Vardas7618     Pavarde7618         7.60

Vardas76181    Pavarde76181        7.40

Vardas76182    Pavarde76182        6.20

Vardas76185    Pavarde76185        5.40

Vardas76186    Pavarde76186        6.80

Vardas7619     Pavarde7619         5.20

Vardas76190    Pavarde76190        7.60

Vardas76191    Pavarde76191        5.80

Vardas76192    Pavarde76192        5.20

Vardas76197    Pavarde76197        7.80

Vardas76198    Pavarde76198        5.00

Vardas76200    Pavarde76200        6.20

Vardas76202    Pavarde76202        6.00

Vardas76206    Pavarde76206        6.20

Vardas76207    Pavarde76207        5.80

Vardas76209    Pavarde76209        6.80

Vardas7621     Pavarde7621         7.00

Vardas76210    Pavarde76210        8.00

Vardas76211    Pavarde76211        8.20

Vardas76213    Pavarde76213        7.00

Vardas76214    Pavarde76214        8.00

Vardas76215    Pavarde76215        6.20

Vardas76216    Pavarde76216        7.40

Vardas76218    Pavarde76218        8.40

Vardas76219    Pavarde76219        7.60

Vardas76220    Pavarde76220        5.80

Vardas76222    Pavarde76222        6.40

Vardas76224    Pavarde76224        5.00

Vardas76226    Pavarde76226        5.80

Vardas76229    Pavarde76229        7.40

Vardas76230    Pavarde76230        6.40

Vardas76231    Pavarde76231        7.00

Vardas76233    Pavarde76233        7.00

Vardas76235    Pavarde76235        8.20

Vardas76237    Pavarde76237        6.80

Vardas76238    Pavarde76238        6.80

Vardas76242    Pavarde76242        6.20

Vardas76243    Pavarde76243        5.20

Vardas76245    Pavarde76245        5.20

Vardas76251    Pavarde76251        6.20

Vardas76253    Pavarde76253        5.20

Vardas76254    Pavarde76254        7.80

Vardas76257    Pavarde76257        6.00

Vardas76258    Pavarde76258        6.80

Vardas76259    Pavarde76259        5.00

Vardas76261    Pavarde76261        7.80

Vardas76262    Pavarde76262        5.60

Vardas76265    Pavarde76265        7.60

Vardas76267    Pavarde76267        6.40

Vardas76268    Pavarde76268        5.80

Vardas7627     Pavarde7627         7.40

Vardas76270    Pavarde76270        7.40

Vardas76271    Pavarde76271        6.80

Vardas76275    Pavarde76275        7.80

Vardas76277    Pavarde76277        5.80

Vardas76278    Pavarde76278        6.40

Vardas76279    Pavarde76279        5.40

Vardas7628     Pavarde7628         7.60

Vardas76281    Pavarde76281        8.00

Vardas76282    Pavarde76282        5.80

Vardas76283    Pavarde76283        6.00

Vardas76284    Pavarde76284        6.20

Vardas76285    Pavarde76285        5.40

Vardas76286    Pavarde76286        5.20

Vardas76287    Pavarde76287        6.40

Vardas76288    Pavarde76288        6.80

Vardas7629     Pavarde7629         5.60

Vardas76290    Pavarde76290        6.40

Vardas76295    Pavarde76295        5.20

Vardas76297    Pavarde76297        6.60

Vardas76299    Pavarde76299        5.00

Vardas763      Pavarde763          5.80

Vardas7630     Pavarde7630         7.40

Vardas76301    Pavarde76301        7.20

Vardas76302    Pavarde76302        8.00

Vardas76303    Pavarde76303        5.00

Vardas76304    Pavarde76304        6.00

Vardas76305    Pavarde76305        6.80

Vardas76306    Pavarde76306        5.00

Vardas76308    Pavarde76308        5.60

Vardas76309    Pavarde76309        6.80

Vardas76310    Pavarde76310        8.00

Vardas76311    Pavarde76311        5.20

Vardas76313    Pavarde76313        6.80

Vardas76314    Pavarde76314        6.60

Vardas76315    Pavarde76315        7.20

Vardas76317    Pavarde76317        6.40

Vardas76319    Pavarde76319        5.00

Vardas76320    Pavarde76320        6.00

Vardas76322    Pavarde76322        7.80

Vardas76323    Pavarde76323        7.60

Vardas76325    Pavarde76325        5.00

Vardas76326    Pavarde76326        5.40

Vardas76328    Pavarde76328        6.40

Vardas7633     Pavarde7633         5.40

Vardas76330    Pavarde76330        5.20

Vardas76339    Pavarde76339        6.20

Vardas7634     Pavarde7634         6.00

Vardas76341    Pavarde76341        6.40

Vardas76343    Pavarde76343        5.40

Vardas76347    Pavarde76347        8.80

Vardas76348    Pavarde76348        5.60

Vardas76352    Pavarde76352        5.00

Vardas76354    Pavarde76354        7.60

Vardas76355    Pavarde76355        7.20

Vardas76356    Pavarde76356        8.20

Vardas76357    Pavarde76357        7.80

Vardas76359    Pavarde76359        7.60

Vardas7636     Pavarde7636         5.20

Vardas76360    Pavarde76360        5.40

Vardas76362    Pavarde76362        6.00

Vardas76363    Pavarde76363        7.60

Vardas76364    Pavarde76364        7.80

Vardas76365    Pavarde76365        7.80

Vardas76366    Pavarde76366        5.60

Vardas76367    Pavarde76367        7.40

Vardas7637     Pavarde7637         6.80

Vardas76370    Pavarde76370        5.60

Vardas76371    Pavarde76371        6.00

Vardas76376    Pavarde76376        6.00

Vardas76378    Pavarde76378        5.60

Vardas76380    Pavarde76380        5.00

Vardas76383    Pavarde76383        5.60

Vardas76385    Pavarde76385        5.60

Vardas76386    Pavarde76386        5.40

Vardas76387    Pavarde76387        9.20

Vardas76388    Pavarde76388        7.00

Vardas76389    Pavarde76389        6.20

Vardas76390    Pavarde76390        8.00

Vardas76393    Pavarde76393        7.20

Vardas76396    Pavarde76396        7.00

Vardas76398    Pavarde76398        6.80

Vardas76399    Pavarde76399        8.00

Vardas764      Pavarde764          7.60

Vardas76400    Pavarde76400        6.00

Vardas76401    Pavarde76401        6.60

Vardas76403    Pavarde76403        7.60

Vardas76407    Pavarde76407        6.80

Vardas76409    Pavarde76409        7.20

Vardas76412    Pavarde76412        7.00

Vardas76416    Pavarde76416        7.80

Vardas76418    Pavarde76418        6.80

Vardas76424    Pavarde76424        6.00

Vardas76425    Pavarde76425        6.40

Vardas76427    Pavarde76427        5.20

Vardas76430    Pavarde76430        6.00

Vardas76434    Pavarde76434        7.00

Vardas76435    Pavarde76435        7.60

Vardas76436    Pavarde76436        6.40

Vardas76437    Pavarde76437        9.20

Vardas76438    Pavarde76438        8.40

Vardas76439    Pavarde76439        6.40

Vardas76441    Pavarde76441        5.80

Vardas76442    Pavarde76442        5.00

Vardas76443    Pavarde76443        8.00

Vardas76444    Pavarde76444        5.60

Vardas76446    Pavarde76446        7.00

Vardas76447    Pavarde76447        8.20

Vardas7645     Pavarde7645         7.20

Vardas76451    Pavarde76451        6.60

Vardas76452    Pavarde76452        8.60

Vardas76453    Pavarde76453        5.80

Vardas76454    Pavarde76454        5.40

Vardas76456    Pavarde76456        8.40

Vardas76460    Pavarde76460        6.60

Vardas76461    Pavarde76461        5.00

Vardas76462    Pavarde76462        7.40

Vardas76465    Pavarde76465        5.80

Vardas76466    Pavarde76466        5.20

Vardas76468    Pavarde76468        6.40

Vardas7647     Pavarde7647         6.20

Vardas76470    Pavarde76470        6.00

Vardas76472    Pavarde76472        5.60

Vardas76474    Pavarde76474        8.00

Vardas76477    Pavarde76477        5.00

Vardas76479    Pavarde76479        5.40

Vardas7648     Pavarde7648         6.20

Vardas76480    Pavarde76480        7.20

Vardas76481    Pavarde76481        5.20

Vardas76482    Pavarde76482        8.00

Vardas76483    Pavarde76483        6.20

Vardas76484    Pavarde76484        5.20

Vardas76486    Pavarde76486        7.40

Vardas76490    Pavarde76490        5.20

Vardas76491    Pavarde76491        7.40

Vardas76493    Pavarde76493        7.00

Vardas76494    Pavarde76494        7.00

Vardas76495    Pavarde76495        7.40

Vardas76496    Pavarde76496        6.80

Vardas76498    Pavarde76498        7.00

Vardas76499    Pavarde76499        6.20

Vardas76500    Pavarde76500        6.60

Vardas76503    Pavarde76503        6.20

Vardas76504    Pavarde76504        5.20

Vardas76505    Pavarde76505        8.40

Vardas76507    Pavarde76507        7.20

Vardas76508    Pavarde76508        6.00

Vardas76509    Pavarde76509        6.40

Vardas76511    Pavarde76511        5.00

Vardas76512    Pavarde76512        6.40

Vardas76515    Pavarde76515        5.20

Vardas76517    Pavarde76517        7.40

Vardas76519    Pavarde76519        7.40

Vardas7652     Pavarde7652         9.60

Vardas76521    Pavarde76521        8.00

Vardas76524    Pavarde76524        7.80

Vardas76525    Pavarde76525        6.20

Vardas76526    Pavarde76526        6.20

Vardas76527    Pavarde76527        6.40

Vardas76528    Pavarde76528        7.60

Vardas76530    Pavarde76530        5.40

Vardas76533    Pavarde76533        5.80

Vardas76537    Pavarde76537        6.80

Vardas76538    Pavarde76538        8.20

Vardas7654     Pavarde7654         7.80

Vardas76540    Pavarde76540        8.80

Vardas76541    Pavarde76541        6.20

Vardas76542    Pavarde76542        6.20

Vardas76544    Pavarde76544        8.00

Vardas76548    Pavarde76548        8.00

Vardas76549    Pavarde76549        7.00

Vardas7655     Pavarde7655         8.60

Vardas76550    Pavarde76550        5.40

Vardas76552    Pavarde76552        6.60

Vardas76554    Pavarde76554        5.80

Vardas76556    Pavarde76556        5.60

Vardas76559    Pavarde76559        5.40

Vardas7656     Pavarde7656         7.00

Vardas76563    Pavarde76563        5.40

Vardas76565    Pavarde76565        6.20

Vardas76566    Pavarde76566        5.20

Vardas76568    Pavarde76568        6.20

Vardas76569    Pavarde76569        7.00

Vardas7657     Pavarde7657         5.40

Vardas76570    Pavarde76570        8.40

Vardas76571    Pavarde76571        6.00

Vardas76572    Pavarde76572        5.20

Vardas76574    Pavarde76574        6.20

Vardas76575    Pavarde76575        6.80

Vardas76576    Pavarde76576        8.00

Vardas76577    Pavarde76577        7.00

Vardas76578    Pavarde76578        8.00

Vardas7658     Pavarde7658         5.80

Vardas76580    Pavarde76580        6.00

Vardas76582    Pavarde76582        8.40

Vardas76585    Pavarde76585        5.20

Vardas76587    Pavarde76587        5.60

Vardas7659     Pavarde7659         6.40

Vardas76590    Pavarde76590        7.60

Vardas76592    Pavarde76592        7.40

Vardas76593    Pavarde76593        8.40

Vardas76594    Pavarde76594        5.40

Vardas76595    Pavarde76595        7.40

Vardas76597    Pavarde76597        7.40

Vardas76598    Pavarde76598        7.80

Vardas76603    Pavarde76603        8.40

Vardas76604    Pavarde76604        5.60

Vardas76605    Pavarde76605        6.80

Vardas76606    Pavarde76606        5.80

Vardas76607    Pavarde76607        7.00

Vardas76612    Pavarde76612        6.40

Vardas76613    Pavarde76613        9.20

Vardas76614    Pavarde76614        6.00

Vardas76615    Pavarde76615        7.40

Vardas76618    Pavarde76618        6.00

Vardas76620    Pavarde76620        6.60

Vardas76621    Pavarde76621        6.40

Vardas76622    Pavarde76622        8.40

Vardas76625    Pavarde76625        5.80

Vardas76626    Pavarde76626        6.80

Vardas76627    Pavarde76627        8.00

Vardas76628    Pavarde76628        5.20

Vardas76630    Pavarde76630        7.00

Vardas76631    Pavarde76631        7.20

Vardas76636    Pavarde76636        7.60

Vardas76637    Pavarde76637        6.80

Vardas76640    Pavarde76640        6.00

Vardas76641    Pavarde76641        5.00

Vardas76642    Pavarde76642        8.40

Vardas76645    Pavarde76645        6.60

Vardas76646    Pavarde76646        5.60

Vardas76647    Pavarde76647        8.20

Vardas76649    Pavarde76649        5.40

Vardas7665     Pavarde7665         7.00

Vardas76650    Pavarde76650        7.60

Vardas76651    Pavarde76651        5.60

Vardas76652    Pavarde76652        5.20

Vardas76654    Pavarde76654        7.40

Vardas76655    Pavarde76655        6.60

Vardas76656    Pavarde76656        6.80

Vardas76658    Pavarde76658        6.20

Vardas76659    Pavarde76659        7.60

Vardas7666     Pavarde7666         6.60

Vardas76661    Pavarde76661        5.80

Vardas76662    Pavarde76662        6.60

Vardas76663    Pavarde76663        7.20

Vardas76664    Pavarde76664        5.80

Vardas76665    Pavarde76665        8.40

Vardas76666    Pavarde76666        7.60

Vardas76667    Pavarde76667        6.00

Vardas76669    Pavarde76669        7.20

Vardas7667     Pavarde7667         6.80

Vardas76670    Pavarde76670        5.20

Vardas76671    Pavarde76671        6.80

Vardas76672    Pavarde76672        5.00

Vardas76673    Pavarde76673        6.40

Vardas76679    Pavarde76679        7.20

Vardas7668     Pavarde7668         8.00

Vardas76680    Pavarde76680        5.00

Vardas76682    Pavarde76682        6.40

Vardas76683    Pavarde76683        5.00

Vardas76686    Pavarde76686        7.80

Vardas76688    Pavarde76688        6.40

Vardas7669     Pavarde7669         6.80

Vardas76690    Pavarde76690        7.60

Vardas76692    Pavarde76692        5.00

Vardas76693    Pavarde76693        6.20

Vardas76698    Pavarde76698        7.00

Vardas767      Pavarde767          8.80

Vardas7670     Pavarde7670         7.80

Vardas76700    Pavarde76700        5.80

Vardas76701    Pavarde76701        6.00

Vardas76703    Pavarde76703        5.60

Vardas76704    Pavarde76704        5.60

Vardas76706    Pavarde76706        5.20

Vardas76707    Pavarde76707        6.40

Vardas7671     Pavarde7671         7.00

Vardas76713    Pavarde76713        6.60

Vardas76715    Pavarde76715        6.40

Vardas76716    Pavarde76716        5.80

Vardas76718    Pavarde76718        7.00

Vardas76719    Pavarde76719        7.20

Vardas7672     Pavarde7672         6.00

Vardas76721    Pavarde76721        7.00

Vardas76722    Pavarde76722        7.00

Vardas76723    Pavarde76723        8.40

Vardas76724    Pavarde76724        5.40

Vardas76726    Pavarde76726        5.60

Vardas76729    Pavarde76729        8.40

Vardas7673     Pavarde7673         5.00

Vardas76730    Pavarde76730        7.00

Vardas76731    Pavarde76731        6.00

Vardas76732    Pavarde76732        6.80

Vardas76733    Pavarde76733        5.80

Vardas76734    Pavarde76734        5.00

Vardas76736    Pavarde76736        6.80

Vardas76737    Pavarde76737        5.80

Vardas76739    Pavarde76739        5.00

Vardas76745    Pavarde76745        6.80

Vardas76746    Pavarde76746        6.20

Vardas76747    Pavarde76747        6.60

Vardas76748    Pavarde76748        5.60

Vardas76749    Pavarde76749        8.80

Vardas7675     Pavarde7675         6.80

Vardas76751    Pavarde76751        6.40

Vardas76752    Pavarde76752        7.60

Vardas76754    Pavarde76754        7.00

Vardas76755    Pavarde76755        5.20

Vardas76757    Pavarde76757        7.60

Vardas76758    Pavarde76758        5.00

Vardas76760    Pavarde76760        5.00

Vardas76761    Pavarde76761        6.80

Vardas76764    Pavarde76764        7.00

Vardas76766    Pavarde76766        5.20

Vardas76768    Pavarde76768        5.80

Vardas76769    Pavarde76769        5.00

Vardas7677     Pavarde7677         5.00

Vardas76770    Pavarde76770        5.60

Vardas76771    Pavarde76771        6.20

Vardas76773    Pavarde76773        5.80

Vardas76774    Pavarde76774        7.60

Vardas76775    Pavarde76775        5.00

Vardas76776    Pavarde76776        7.00

Vardas76778    Pavarde76778        7.60

Vardas76779    Pavarde76779        6.20

Vardas7678     Pavarde7678         6.60

Vardas76780    Pavarde76780        5.40

Vardas76783    Pavarde76783        7.00

Vardas76784    Pavarde76784        5.80

Vardas76785    Pavarde76785        8.00

Vardas76786    Pavarde76786        5.40

Vardas76788    Pavarde76788        8.00

Vardas76790    Pavarde76790        6.80

Vardas76792    Pavarde76792        6.80

Vardas76795    Pavarde76795        5.60

Vardas76796    Pavarde76796        5.00

Vardas76797    Pavarde76797        7.00

Vardas768      Pavarde768          8.80

Vardas76800    Pavarde76800        6.60

Vardas76801    Pavarde76801        8.80

Vardas76802    Pavarde76802        5.40

Vardas76803    Pavarde76803        6.00

Vardas76804    Pavarde76804        7.20

Vardas76806    Pavarde76806        7.00

Vardas76807    Pavarde76807        7.40

Vardas76808    Pavarde76808        6.40

Vardas76810    Pavarde76810        8.00

Vardas76814    Pavarde76814        5.40

Vardas76815    Pavarde76815        6.40

Vardas76817    Pavarde76817        6.60

Vardas76818    Pavarde76818        5.20

Vardas76819    Pavarde76819        5.20

Vardas76820    Pavarde76820        6.00

Vardas76823    Pavarde76823        7.00

Vardas76824    Pavarde76824        5.00

Vardas76825    Pavarde76825        8.00

Vardas76826    Pavarde76826        6.80

Vardas76827    Pavarde76827        6.00

Vardas76828    Pavarde76828        5.80

Vardas76829    Pavarde76829        7.80

Vardas7683     Pavarde7683         5.00

Vardas76830    Pavarde76830        6.40

Vardas76835    Pavarde76835        7.40

Vardas76837    Pavarde76837        6.40

Vardas76839    Pavarde76839        5.80

Vardas76840    Pavarde76840        8.00

Vardas76843    Pavarde76843        6.60

Vardas76848    Pavarde76848        5.00

Vardas76849    Pavarde76849        8.00

Vardas76850    Pavarde76850        6.20

Vardas76851    Pavarde76851        6.60

Vardas76852    Pavarde76852        8.00

Vardas76853    Pavarde76853        5.40

Vardas76854    Pavarde76854        5.40

Vardas76855    Pavarde76855        8.40

Vardas76857    Pavarde76857        8.40

Vardas76858    Pavarde76858        5.20

Vardas7686     Pavarde7686         5.00

Vardas76860    Pavarde76860        7.00

Vardas76861    Pavarde76861        5.60

Vardas76864    Pavarde76864        6.60

Vardas76865    Pavarde76865        7.00

Vardas76866    Pavarde76866        7.80

Vardas7687     Pavarde7687         6.40

Vardas76870    Pavarde76870        8.40

Vardas76871    Pavarde76871        5.00

Vardas76873    Pavarde76873        6.40

Vardas76878    Pavarde76878        6.20

Vardas76879    Pavarde76879        8.00

Vardas76880    Pavarde76880        6.20

Vardas76882    Pavarde76882        7.40

Vardas76883    Pavarde76883        5.60

Vardas76884    Pavarde76884        8.00

Vardas76885    Pavarde76885        5.60

Vardas76887    Pavarde76887        5.60

Vardas76888    Pavarde76888        6.40

Vardas76889    Pavarde76889        5.20

Vardas76890    Pavarde76890        6.60

Vardas76891    Pavarde76891        8.00

Vardas76892    Pavarde76892        5.40

Vardas76893    Pavarde76893        5.20

Vardas76894    Pavarde76894        5.60

Vardas76895    Pavarde76895        5.20

Vardas76896    Pavarde76896        6.00

Vardas76897    Pavarde76897        5.00

Vardas76899    Pavarde76899        7.40

Vardas769      Pavarde769          7.60

Vardas7690     Pavarde7690         5.20

Vardas76902    Pavarde76902        6.00

Vardas76903    Pavarde76903        7.00

Vardas76905    Pavarde76905        7.40

Vardas76908    Pavarde76908        6.80

Vardas76910    Pavarde76910        5.00

Vardas76911    Pavarde76911        5.40

Vardas76913    Pavarde76913        8.00

Vardas76914    Pavarde76914        6.40

Vardas76916    Pavarde76916        7.60

Vardas76917    Pavarde76917        5.80

Vardas76918    Pavarde76918        7.20

Vardas76920    Pavarde76920        8.20

Vardas76921    Pavarde76921        6.60

Vardas76922    Pavarde76922        7.60

Vardas76923    Pavarde76923        6.00

Vardas76924    Pavarde76924        5.40

Vardas76926    Pavarde76926        5.80

Vardas76929    Pavarde76929        5.80

Vardas76930    Pavarde76930        6.00

Vardas76935    Pavarde76935        7.40

Vardas76937    Pavarde76937        6.80

Vardas76938    Pavarde76938        7.80

Vardas76939    Pavarde76939        6.40

Vardas76942    Pavarde76942        5.40

Vardas76944    Pavarde76944        7.20

Vardas76945    Pavarde76945        7.80

Vardas76946    Pavarde76946        7.60

Vardas76949    Pavarde76949        7.00

Vardas7695     Pavarde7695         7.40

Vardas76950    Pavarde76950        8.40

Vardas76953    Pavarde76953        5.60

Vardas76954    Pavarde76954        5.60

Vardas76957    Pavarde76957        6.60

Vardas76962    Pavarde76962        7.60

Vardas76964    Pavarde76964        5.60

Vardas76965    Pavarde76965        8.00

Vardas76966    Pavarde76966        7.80

Vardas76967    Pavarde76967        7.60

Vardas76969    Pavarde76969        6.80

Vardas7697     Pavarde7697         5.80

Vardas76970    Pavarde76970        7.20

Vardas76971    Pavarde76971        7.00

Vardas76973    Pavarde76973        6.00

Vardas76974    Pavarde76974        6.80

Vardas76975    Pavarde76975        5.00

Vardas76978    Pavarde76978        5.00

Vardas76979    Pavarde76979        6.60

Vardas76983    Pavarde76983        6.00

Vardas76984    Pavarde76984        7.00

Vardas76985    Pavarde76985        6.60

Vardas76986    Pavarde76986        6.00

Vardas76987    Pavarde76987        6.20

Vardas76989    Pavarde76989        7.20

Vardas7699     Pavarde7699         5.40

Vardas76990    Pavarde76990        6.40

Vardas76994    Pavarde76994        6.60

Vardas76995    Pavarde76995        8.20

Vardas76999    Pavarde76999        5.60

Vardas77       Pavarde77           6.60

Vardas7700     Pavarde7700         6.60

Vardas77002    Pavarde77002        5.40

Vardas77004    Pavarde77004        5.60

Vardas77006    Pavarde77006        8.40

Vardas7701     Pavarde7701         5.20

Vardas77010    Pavarde77010        7.80

Vardas77011    Pavarde77011        5.60

Vardas77013    Pavarde77013        5.80

Vardas77016    Pavarde77016        5.40

Vardas77017    Pavarde77017        5.60

Vardas77018    Pavarde77018        5.60

Vardas77020    Pavarde77020        8.20

Vardas77021    Pavarde77021        6.40

Vardas77023    Pavarde77023        5.80

Vardas77024    Pavarde77024        5.00

Vardas77025    Pavarde77025        7.00

Vardas77026    Pavarde77026        5.80

Vardas77028    Pavarde77028        6.20

Vardas7703     Pavarde7703         7.60

Vardas77030    Pavarde77030        8.40

Vardas77031    Pavarde77031        6.60

Vardas77033    Pavarde77033        8.20

Vardas77035    Pavarde77035        5.40

Vardas77038    Pavarde77038        7.80

Vardas77040    Pavarde77040        5.60

Vardas77044    Pavarde77044        5.60

Vardas77045    Pavarde77045        5.60

Vardas77046    Pavarde77046        7.00

Vardas77047    Pavarde77047        5.00

Vardas77048    Pavarde77048        5.00

Vardas7705     Pavarde7705         5.60

Vardas77051    Pavarde77051        7.20

Vardas77053    Pavarde77053        5.00

Vardas77054    Pavarde77054        5.80

Vardas77055    Pavarde77055        5.00

Vardas77056    Pavarde77056        5.60

Vardas77057    Pavarde77057        6.00

Vardas77058    Pavarde77058        8.00

Vardas77059    Pavarde77059        7.40

Vardas77061    Pavarde77061        5.00

Vardas77062    Pavarde77062        8.40

Vardas77063    Pavarde77063        8.00

Vardas77064    Pavarde77064        8.40

Vardas77065    Pavarde77065        5.80

Vardas77066    Pavarde77066        8.40

Vardas77069    Pavarde77069        5.00

Vardas77070    Pavarde77070        7.60

Vardas77072    Pavarde77072        6.60

Vardas77076    Pavarde77076        5.60

Vardas77078    Pavarde77078        6.00

Vardas77079    Pavarde77079        6.80

Vardas7708     Pavarde7708         7.00

Vardas77081    Pavarde77081        7.40

Vardas77082    Pavarde77082        7.20

Vardas77086    Pavarde77086        5.00

Vardas7709     Pavarde7709         7.60

Vardas77094    Pavarde77094        6.40

Vardas77096    Pavarde77096        5.60

Vardas77098    Pavarde77098        7.20

Vardas77100    Pavarde77100        6.40

Vardas77102    Pavarde77102        9.20

Vardas77103    Pavarde77103        6.20

Vardas77106    Pavarde77106        7.20

Vardas77107    Pavarde77107        8.20

Vardas77108    Pavarde77108        6.60

Vardas77109    Pavarde77109        8.00

Vardas7711     Pavarde7711         5.20

Vardas77111    Pavarde77111        6.60

Vardas77112    Pavarde77112        7.80

Vardas77114    Pavarde77114        8.40

Vardas77115    Pavarde77115        5.00

Vardas77116    Pavarde77116        6.20

Vardas77118    Pavarde77118        7.20

Vardas77120    Pavarde77120        6.20

Vardas77126    Pavarde77126        5.00

Vardas77128    Pavarde77128        6.20

Vardas77129    Pavarde77129        7.00

Vardas7713     Pavarde7713         7.80

Vardas77132    Pavarde77132        5.60

Vardas77133    Pavarde77133        6.40

Vardas77135    Pavarde77135        8.00

Vardas77136    Pavarde77136        6.40

Vardas77137    Pavarde77137        7.00

Vardas77138    Pavarde77138        5.20

Vardas77139    Pavarde77139        5.80

Vardas7714     Pavarde7714         5.20

Vardas77140    Pavarde77140        7.20

Vardas77141    Pavarde77141        5.00

Vardas77142    Pavarde77142        6.40

